City,BankState,ApprovalFY,NoEmp,NewExist,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,Accept,Franchise,CreateJobBinary,RetainedJobBinary,DisbursementGross_rango,BalanceGross_rango
FAYETTE,OH,2014,7,0,1,1,0,33042.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,1994,1,0,0,0,0,450000.0,0.0,1,0,0,0,Alto,Sin Saldo
MIAMISBURG,OH,2005,12,1,2,1,0,259878.0,0.0,0,0,0,1,Alto,Sin Saldo
REYNOLDSBURG,OH,1996,8,0,0,0,0,89000.0,0.0,1,0,1,1,Medio,Sin Saldo
WEST CHESTER,OH,2004,6,0,2,0,0,121000.0,0.0,1,0,1,0,Medio,Sin Saldo
JOHNSTOWN,OH,1996,5,0,0,0,1,72000.0,0.0,1,0,0,0,Bajo,Sin Saldo
NEWARK,IL,1996,12,0,0,0,0,135000.0,0.0,1,0,0,0,Medio,Sin Saldo
SUNBURY,CA,2008,1,0,2,0,0,15000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
MENTOR,OH,2012,1,1,1,0,0,232100.0,0.0,1,0,0,1,Alto,Sin Saldo
REYNOLDSBURG,OH,2006,0,0,1,1,0,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CINCINNATI,OH,1994,35,0,0,0,0,62000.0,0.0,1,0,1,1,Bajo,Sin Saldo
SHADYSIDE,DE,2006,4,0,2,0,0,67100.0,0.0,1,0,1,1,Bajo,Sin Saldo
DAYTON,DE,2004,8,1,1,1,0,35000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
STRONGSVILLE,OH,1979,1,1,0,0,0,75000.0,0.0,0,0,0,0,Bajo,Sin Saldo
CLEVELAND,RI,2005,7,0,1,1,0,69712.0,0.0,0,0,0,1,Bajo,Sin Saldo
CINCINNATI,OH,1989,10,0,0,0,0,84205.0,0.0,1,0,0,0,Bajo,Sin Saldo
HAMILTON,OH,2006,1,1,1,0,0,180000.0,0.0,0,1,1,1,Medio,Sin Saldo
WARRENSVILLE HEIGHTS,OH,2002,3,1,1,1,0,157242.0,0.0,1,0,1,0,Medio,Sin Saldo
MANSFIELD,OH,1991,1,0,0,0,0,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
BRUNSWICK,OH,2005,2,0,1,1,0,43000.0,0.0,1,0,1,1,Bajo,Sin Saldo
NEWARK,DE,2007,1,1,1,1,0,37861.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
WILLOUGHBY,RI,2005,8,0,1,1,0,95000.0,0.0,1,0,0,1,Medio,Sin Saldo
COLUMBUS,OH,2008,0,0,1,1,0,361867.0,0.0,1,0,0,0,Alto,Sin Saldo
LANCASTER,OH,2004,1,1,1,0,0,284000.0,0.0,1,0,0,1,Alto,Sin Saldo
CINCINNATI,OH,2009,6,0,1,1,0,79507.0,0.0,1,0,1,0,Bajo,Sin Saldo
ROCKY RIVER,OH,2009,0,0,1,1,0,37474.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,VA,2005,2,0,1,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
NANKIN,TX,2002,1,1,1,0,0,130500.0,0.0,0,1,0,1,Medio,Sin Saldo
CINCINNATI,OH,2004,6,0,1,1,0,10732.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
WEST COLUMBUS,OH,1999,2,1,0,1,0,27000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MEDINA,OH,2014,2,0,1,0,0,85500.0,0.0,1,0,0,0,Bajo,Sin Saldo
RITTMAN,RI,2005,1,0,2,1,0,21102.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
UTICA,OH,1991,90,0,0,0,0,182000.0,0.0,1,0,1,1,Medio,Sin Saldo
MILFORD,OH,1998,3,1,0,0,1,65000.0,0.0,0,0,0,0,Bajo,Sin Saldo
DAYTON,OH,2005,13,1,1,1,0,20000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
PERRYSBURG,OH,1990,3,1,0,0,0,140000.0,0.0,1,0,0,0,Medio,Sin Saldo
HOLLAND,OH,1998,5,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,IL,2002,110,0,1,0,0,1236000.0,0.0,1,0,0,1,Alto,Sin Saldo
PORT CLINTON,OH,1996,15,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
FAIRFIELD,OH,2003,20,0,1,0,0,407900.0,0.0,1,0,0,1,Alto,Sin Saldo
GROVEPORT,OH,1983,65,0,0,0,0,396000.0,0.0,1,0,0,0,Alto,Sin Saldo
HAMILTON,OH,2006,3,0,1,1,0,20000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
RICHFIELD,OH,2000,1,0,2,0,1,28000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MIAMISBURG,OH,2006,1,0,2,0,0,30000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
MILFORD,DE,2003,6,0,2,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
WORTHINGTON,SD,1996,3,1,0,0,0,220000.0,0.0,1,0,0,0,Alto,Sin Saldo
FAIRFIELD,OH,2006,8,0,1,1,0,30000.0,0.0,0,0,1,0,Muy bajo,Sin Saldo
BUCYRUS,OH,2002,4,0,2,0,1,24000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NORTH ROYALTON,OH,2007,2,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COPLEY TOWNSHIP,OH,1987,23,0,0,0,0,220000.0,0.0,1,0,1,1,Alto,Sin Saldo
EAST PALESTINE,OH,1998,1,1,0,0,1,66000.0,0.0,0,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2002,54,0,1,0,0,220000.0,0.0,1,0,1,1,Alto,Sin Saldo
PATASKALA,OH,2005,1,1,2,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,1998,8,0,0,0,0,107000.0,0.0,1,0,1,1,Medio,Sin Saldo
AUSTINTOWN,OH,2002,2,1,2,0,0,319500.0,0.0,1,0,0,0,Alto,Sin Saldo
SOUTH VIENNA,OH,2005,6,0,2,1,0,63728.0,0.0,1,0,0,1,Bajo,Sin Saldo
LIMA,OH,1999,17,1,0,0,1,73500.0,0.0,1,1,0,0,Bajo,Sin Saldo
CINCINNATI,OH,2012,2,0,1,1,0,45547.0,0.0,1,0,0,0,Bajo,Sin Saldo
MILFORD CENTER,IN,2002,2,0,2,0,1,67500.0,0.0,1,0,0,0,Bajo,Sin Saldo
CLEVELAND,OH,1991,17,1,0,0,0,96000.0,0.0,1,0,0,0,Medio,Sin Saldo
WESTERVILLE,DE,2006,3,1,1,0,0,150000.0,0.0,0,0,1,1,Medio,Sin Saldo
CLEVELAND,RI,2005,5,0,1,1,0,101632.0,0.0,0,0,0,1,Medio,Sin Saldo
PENINSULA,OH,1999,38,0,0,0,0,141000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,2004,40,0,1,1,0,603000.0,0.0,1,0,1,1,Alto,Sin Saldo
WELLINGTON,OH,2006,4,0,2,0,0,231000.0,0.0,1,0,1,1,Alto,Sin Saldo
HOLLAND,OH,2004,6,0,2,0,0,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MARTINS FERRY,OH,2009,25,0,1,0,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
UNIONTOWN,IL,2007,2,0,1,0,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
DAYTON,OH,2004,12,1,1,0,0,400000.0,0.0,0,1,1,0,Alto,Sin Saldo
VANDALIA,OH,2011,70,0,1,1,0,265678.0,0.0,1,0,0,0,Alto,Sin Saldo
STOW,RI,2008,7,0,1,1,0,5000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1983,10,0,0,0,0,47000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2006,1,0,1,0,0,81000.0,0.0,1,0,0,1,Bajo,Sin Saldo
STRONGSVILLE,RI,2007,2,1,1,1,0,3671.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2006,15,0,1,1,0,13128.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
TOLEDO,OH,2009,0,1,2,0,0,60000.0,0.0,1,0,1,0,Bajo,Sin Saldo
COLUMBUS,FL,2005,1,0,1,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,DE,2007,3,1,1,1,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
PATASKALA,OH,1994,18,0,0,0,0,156000.0,0.0,1,0,1,1,Medio,Sin Saldo
MASURY,PA,2008,4,0,2,0,0,98000.0,0.0,1,0,1,1,Medio,Sin Saldo
CANFIELD,OH,2005,2,0,2,1,0,97617.0,0.0,1,0,0,0,Medio,Sin Saldo
DUBLIN,IL,2006,9,1,1,0,0,110000.0,0.0,1,0,1,1,Medio,Sin Saldo
AKRON,RI,2005,1,1,1,0,0,75000.0,0.0,1,1,0,0,Bajo,Sin Saldo
COLUMBUS,OH,1993,7,0,0,0,0,318500.0,0.0,1,0,0,0,Alto,Sin Saldo
STREETSBORO,OK,2004,1,1,2,0,0,125000.0,0.0,0,0,1,0,Medio,Sin Saldo
CINCINNATI,OH,1996,1,0,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
SPRINGFIELD,OH,1995,10,1,0,0,0,120000.0,0.0,1,1,0,0,Medio,Sin Saldo
BRYAN,OH,2003,1,1,2,0,0,75000.0,0.0,1,1,1,1,Bajo,Sin Saldo
MT GILEAD,OH,1994,2,0,0,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
YOUNGSTOWN,OH,1984,7,0,0,0,0,200000.0,0.0,0,0,0,0,Medio,Sin Saldo
BEAVERCREEK,OH,2002,1,1,2,1,0,24980.0,0.0,1,1,1,1,Muy bajo,Sin Saldo
AVON LAKE,OH,2003,2,0,1,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
LAKEWOOD,OH,2004,7,0,1,1,0,14721.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CUYAHOGA FALLS,OH,2002,5,0,1,0,0,356300.0,0.0,1,0,0,1,Alto,Sin Saldo
CINCINNATI,OH,1993,11,0,0,0,0,412000.0,0.0,1,0,1,0,Alto,Sin Saldo
TROY,VA,2005,6,0,2,0,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
WARREN,OH,1997,3,0,0,0,1,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2002,2,0,1,0,0,198000.0,0.0,1,0,0,1,Medio,Sin Saldo
ORRVILLE,DE,2001,5,0,2,0,1,105000.0,0.0,1,0,0,0,Medio,Sin Saldo
TOLEDO,OH,1993,4,1,0,0,0,240000.0,0.0,1,0,0,0,Alto,Sin Saldo
KENT,OH,2009,7,1,1,0,0,200000.0,0.0,1,0,0,1,Medio,Sin Saldo
SPRINGFIELD,OH,2003,5,1,1,0,0,557550.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,1998,1,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
WESTERVILLE,OH,1990,10,1,0,0,0,750000.0,0.0,1,0,0,0,Alto,Sin Saldo
CAMBRIDGE,OH,1996,6,0,0,0,0,550000.0,0.0,0,0,0,0,Alto,Sin Saldo
MIDDLETOWN,OH,2006,4,0,1,0,0,410000.0,0.0,0,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,1987,40,0,0,0,0,85000.0,0.0,1,0,1,1,Bajo,Sin Saldo
SOUTH AMHERST,OH,2000,4,0,1,0,1,21200.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
HAMILTON,DE,2007,2,1,1,1,0,21562.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,IL,2007,1,0,1,1,0,91602.0,0.0,0,0,1,1,Medio,Sin Saldo
BLUFFTON,OH,1992,10,0,0,0,0,301000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,IN,1999,1,0,2,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CARLISLE,OH,2002,17,0,2,0,0,339000.0,0.0,1,0,1,0,Alto,Sin Saldo
WESTLAKE,RI,2005,2,0,1,0,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MARYSVILLE,OH,2004,8,1,2,1,0,31361.0,0.0,0,1,1,0,Muy bajo,Sin Saldo
BEDFORD,IN,2001,2,0,1,0,1,46000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2004,6,0,1,1,0,90000.0,0.0,1,0,0,1,Medio,Sin Saldo
WILLOUGHBY,OH,2003,12,0,1,0,0,499999.0,0.0,1,0,0,0,Alto,Sin Saldo
CINCINNATI,OH,1998,52,0,0,0,0,672000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,DE,2003,2,1,1,0,0,29100.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
DAYTON,NV,2002,10,1,1,0,0,155000.0,0.0,1,1,0,0,Medio,Sin Saldo
ROCKY RIVER,OH,1995,31,0,0,0,1,99815.0,0.0,1,0,0,0,Medio,Sin Saldo
MENTOR,RI,2005,5,0,1,1,0,1000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
BUCYRUS,CA,2003,38,0,2,0,0,1260000.0,0.0,0,0,0,0,Alto,Sin Saldo
CINCINNATI,OH,1997,30,0,0,0,1,99900.0,0.0,1,0,0,0,Medio,Sin Saldo
ZANESVILLE,OH,1994,3,0,0,0,0,72500.0,0.0,1,0,0,0,Bajo,Sin Saldo
STOW,RI,2005,1,1,1,0,0,45000.0,0.0,1,0,0,1,Bajo,Sin Saldo
NORTH LIMA,OH,2010,0,0,1,0,0,20000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,WV,2004,6,0,1,0,0,535000.0,0.0,0,0,0,0,Alto,Sin Saldo
COLUMBUS,IL,1989,12,0,0,0,0,235294.0,0.0,1,0,0,0,Alto,Sin Saldo
VALLEY VIEW,OH,1994,15,1,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,VA,2005,3,0,1,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
LEIPSIC,OH,1992,9,0,0,0,0,165850.0,0.0,1,0,0,0,Medio,Sin Saldo
PLAIN CITY,RI,2006,2,0,2,1,0,143948.0,0.0,1,0,1,1,Medio,Sin Saldo
ELYRIA,OH,1993,27,0,0,0,0,350000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,2006,37,1,1,0,0,134000.0,0.0,1,0,1,0,Medio,Sin Saldo
DUBLIN,OH,1987,15,0,0,0,0,146000.0,0.0,1,0,1,1,Medio,Sin Saldo
WEST SALEM,OH,1995,1,1,0,0,1,31900.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
HILLIARD,OH,1998,20,0,0,0,0,1000000.0,0.0,1,0,0,0,Alto,Sin Saldo
TROY,OH,2004,13,0,1,0,0,158000.0,0.0,1,1,0,1,Medio,Sin Saldo
SYLVANIA,OH,2007,6,0,1,1,0,45769.0,0.0,1,0,0,0,Bajo,Sin Saldo
GREENSBURG,OH,2005,22,0,2,0,0,382000.0,0.0,1,0,1,1,Alto,Sin Saldo
BEACHWOOD,OH,1995,5,0,0,0,0,15000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
ASHTABULA,OH,2006,2,1,1,1,0,15000.0,0.0,0,0,1,0,Muy bajo,Sin Saldo
HIGHLAND HEIGHTS,OH,2008,5,0,1,1,0,138000.0,0.0,1,0,1,1,Medio,Sin Saldo
CANTON,CA,2010,2,0,1,0,0,5000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
CLAYTON,OH,2002,2,1,2,0,1,64000.0,0.0,1,0,0,0,Bajo,Sin Saldo
AMHERST,RI,2005,1,0,1,1,0,63672.0,0.0,1,0,1,1,Bajo,Sin Saldo
VERMILION,OH,1998,8,0,0,0,1,70000.0,0.0,1,0,0,0,Bajo,Sin Saldo
PARMA,OH,1997,3,1,0,0,1,45000.0,0.0,1,1,0,0,Bajo,Sin Saldo
BOARDMAN,RI,2005,2,0,1,1,0,25828.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
DUBLIN,OH,1991,17,0,0,0,0,108200.0,0.0,1,1,0,0,Medio,Sin Saldo
ZANESVILLE,OH,2006,1,1,2,1,0,24300.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,IL,1996,11,0,0,1,0,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MARIETTA,IL,2007,3,0,2,1,0,49365.0,0.0,1,0,1,1,Bajo,Sin Saldo
DAYTON,IL,1995,7,0,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,IL,2008,2,0,1,1,0,27559.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
OBERLIN,RI,2005,3,0,2,1,0,28988.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
WESTERVILLE,DE,2007,8,0,1,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
WESTERVILLE,OH,2000,1,0,1,1,0,95000.0,0.0,1,0,0,1,Medio,Sin Saldo
SEDALIA,OH,2010,11,0,1,1,0,75000.0,0.0,1,0,0,1,Bajo,Sin Saldo
ORIENT,OH,2006,0,0,2,1,0,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
SHELBY,CA,2007,6,0,2,0,0,15000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
NORTH OLMSTED,RI,2005,1,0,1,0,0,45000.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,RI,2006,30,0,1,0,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
SHARONVILLE,OH,1988,56,0,0,0,0,133000.0,0.0,1,0,1,1,Medio,Sin Saldo
COLUMBUS,IL,2004,6,0,1,0,0,25400.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
GATES MILLS,OH,2009,3,0,1,1,0,36000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CINCINNATI,OH,1995,11,0,0,0,0,277000.0,0.0,1,0,1,0,Alto,Sin Saldo
WARREN,IL,1997,1,1,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
SPRINGFIELD,OH,1997,200,0,0,0,0,71500.0,0.0,1,0,0,0,Bajo,Sin Saldo
BEDFORD,RI,2005,1,1,1,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BARBERTON,CT,1999,23,0,0,0,0,280000.0,0.0,0,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,2008,0,0,1,0,0,8000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
AKRON,OH,1999,2,1,1,0,0,414000.0,0.0,1,1,1,0,Alto,Sin Saldo
DUNDEE,OH,2009,2,0,2,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MILFORD,OH,2012,11,0,1,1,0,75000.0,0.0,1,0,0,1,Bajo,Sin Saldo
MAUMEE,CO,2007,15,0,2,0,0,1519000.0,0.0,1,0,1,1,Alto,Sin Saldo
MACEDONIA,OH,2006,2,0,1,1,0,47929.0,0.0,0,0,0,1,Bajo,Sin Saldo
COLUMBUS,OH,2007,0,0,1,0,0,20000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
STRONGSVILLE,OH,1998,1,1,0,0,1,38221.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
EAST ROCHESTER,OH,2007,5,0,2,0,0,168000.0,0.0,1,0,1,0,Medio,Sin Saldo
CHARDON,OH,1996,59,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,1995,4,1,0,0,1,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CINCINNATI,OH,2001,31,0,1,0,0,144279.0,0.0,1,1,1,0,Medio,Sin Saldo
STRONGSVILLE,IL,2005,2,0,1,1,0,159912.0,0.0,1,0,1,1,Medio,Sin Saldo
PAINESVILLE,OH,2009,8,0,1,0,0,25300.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
TOLEDO,RI,2006,6,0,1,1,0,70000.0,0.0,0,0,0,1,Bajo,Sin Saldo
DAYTON,OH,1992,3,1,0,0,0,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
BARBERTON,OH,1999,8,0,0,1,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
GROVEPORT,OH,2007,0,0,1,1,0,11802.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
HILLIARD,OH,1993,5,0,0,0,0,96000.0,0.0,1,0,1,1,Medio,Sin Saldo
HUDSON,IL,1998,10,1,0,0,0,123700.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,2005,2,1,1,1,0,35544.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
TOLEDO,RI,2007,18,0,1,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
DELAWARE,OH,1992,3,1,0,0,0,85000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HUDSON,VA,2006,7,0,1,0,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
TOLEDO,OH,2007,2,0,1,1,0,21125.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
TOLEDO,OH,1999,4,0,0,0,1,91600.0,0.0,1,0,0,0,Medio,Sin Saldo
CANAL WINCHESTER,IL,2008,1,1,1,0,0,25300.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
WOOSTR,DE,2005,3,0,2,1,0,107679.0,0.0,1,0,0,1,Medio,Sin Saldo
SOUTH EUCLID,OH,2001,11,0,1,0,0,167000.0,0.0,1,0,1,0,Medio,Sin Saldo
YOUNGSTOWN,OH,1995,2,1,0,0,1,20000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MOUNT GILEAD,OH,2012,4,0,1,1,0,67098.0,0.0,0,0,0,1,Bajo,Sin Saldo
COSHOCTON,OH,1994,17,0,0,0,0,168000.0,0.0,1,0,1,1,Medio,Sin Saldo
BURTON,RI,2005,1,0,2,1,0,31509.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2005,7,1,1,0,0,40000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
ORRVILLE,OH,1999,12,0,0,0,0,135000.0,0.0,0,0,1,0,Medio,Sin Saldo
CINCINNATI,OH,2000,5,0,1,0,0,30000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1997,2,0,0,0,1,64000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CANTON,OH,1998,1,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
AUSTINTOWN,TX,1992,15,0,0,0,0,205000.0,0.0,1,0,0,0,Alto,Sin Saldo
HARTVILLE,OH,1998,1,1,0,0,1,45000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HUBER HEIGHTS,OH,2006,10,0,1,0,0,155000.0,0.0,0,0,0,1,Medio,Sin Saldo
CINCINNATI,DE,1999,17,1,0,0,0,150000.0,0.0,1,0,1,1,Medio,Sin Saldo
LYNDHURST,OH,1995,2,0,0,0,1,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
LAKEWOOD,OH,2003,25,1,1,0,1,110000.0,0.0,0,0,0,0,Medio,Sin Saldo
CHAGRIN FALLS,RI,2005,2,0,1,1,0,27500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
SOUTH EUCLID,OH,1996,30,0,0,0,0,525000.0,0.0,1,0,0,0,Alto,Sin Saldo
NEW PHILADELPHIA,OH,1993,11,0,0,0,0,69000.0,0.0,1,0,1,1,Bajo,Sin Saldo
TOLEDO,OH,1993,1,0,0,0,0,68000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2008,4,1,1,1,0,29649.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
ST. PARIS,OH,2003,15,0,2,0,0,298500.0,0.0,0,0,0,0,Alto,Sin Saldo
STRUTHERS,OH,2004,3,0,1,1,0,12000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBIA STATION,RI,2012,1,0,1,1,0,207000.0,0.0,1,0,1,1,Alto,Sin Saldo
WESTERVILLE,OH,1999,40,0,0,0,0,273000.0,0.0,1,0,1,1,Alto,Sin Saldo
HUBER HEIGHTS,OH,2004,11,0,1,1,0,178920.0,0.0,1,0,1,1,Medio,Sin Saldo
CENTERVILLE,OH,1997,12,0,0,0,0,122000.0,0.0,1,0,1,1,Medio,Sin Saldo
CINCINNATI,PA,1998,6,0,0,0,0,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HANOVERTON,OH,2007,0,1,2,0,0,194300.0,0.0,1,0,0,0,Medio,Sin Saldo
ALLIANCE,IL,2005,10,0,1,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,2006,3,0,1,1,0,32278.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
PERRYSBURG,OH,2001,50,0,1,0,0,130000.0,0.0,1,0,0,0,Medio,Sin Saldo
AKRON,OH,1989,4,0,0,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WESTLAKE,RI,2005,2,0,1,0,0,55000.0,0.0,1,0,0,1,Bajo,Sin Saldo
BEAVERCREEK,OH,2007,3,1,1,0,0,90000.0,0.0,1,0,0,0,Medio,Sin Saldo
HILLIARD,OH,1992,2,1,0,0,0,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WARREN,OH,1995,1,1,0,0,1,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
ENGLEWOOD,IL,2000,10,0,1,0,0,115000.0,0.0,1,0,0,1,Medio,Sin Saldo
MOUNT VERNON,OH,2002,6,0,2,0,1,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
UNIONTOWN,RI,2005,5,0,2,1,0,74463.0,0.0,0,0,0,1,Bajo,Sin Saldo
CINCINNATI,OH,2007,4,1,1,1,0,545031.0,0.0,1,0,1,0,Alto,Sin Saldo
MOUNT STERLING,OH,2009,0,1,1,1,0,43965.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2009,0,0,1,1,0,37329.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
BEDFORD,OH,1997,32,0,0,0,0,166000.0,0.0,1,0,1,0,Medio,Sin Saldo
CINCINNATI,OH,2001,1,1,1,0,1,44000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HUDSON,OH,1997,6,0,0,0,1,96000.0,0.0,1,0,0,0,Medio,Sin Saldo
WADSWORTH,OH,2006,1,1,1,0,0,50500.0,0.0,1,0,1,0,Bajo,Sin Saldo
COLUMBUS,OH,2000,3,1,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
MASON,DE,2007,6,1,2,0,0,204000.0,0.0,0,0,1,1,Alto,Sin Saldo
COLUMBUS,OH,2001,7,1,1,0,0,500000.0,0.0,1,0,0,0,Alto,Sin Saldo
YOUNGSTOWN,PA,2006,2,0,1,0,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
MARYSVILLE,OH,2011,0,0,1,1,0,23691.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
SANDUSKY,OH,1990,64,0,0,0,0,1100000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,2010,0,0,1,1,0,28273.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
MARENGO,IL,2007,1,0,2,1,0,101589.0,0.0,0,0,1,1,Medio,Sin Saldo
